nchannels,world_size,msg_bytes,primitive,bandwidth_gbps,latency_us,busbw_gbps,algorithm,hostname,timestamp,dtype,dim,shape,shape_ndim,shape_m,shape_n,per_rank_elements,per_rank_bytes,wire_bytes_per_rank,latency_p10_us,latency_p90_us,iters,warmup,tag
0,8,262144,reduce_scatter,0.0342,956.73,0.2397,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,16384,1,1,16384,16384,32768,229376,947.74,968.02,30,10,1d_32768B
0,8,524288,reduce_scatter,0.0682,960.61,0.4776,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,32768,1,1,32768,32768,65536,458752,950.54,968.23,30,10,1d_65536B
0,8,1048576,reduce_scatter,0.1246,1052.21,0.8720,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,65536,1,1,65536,65536,131072,917504,1045.58,1063.21,30,10,1d_131072B
0,8,2097152,reduce_scatter,0.2242,1169.49,1.5691,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,131072,1,1,131072,131072,262144,1835008,1155.70,1186.09,30,10,1d_262144B
0,8,4194304,reduce_scatter,0.3592,1459.61,2.5144,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,262144,1,1,262144,262144,524288,3670016,1448.43,1475.91,30,10,1d_524288B
0,8,8388608,reduce_scatter,0.6480,1618.05,4.5363,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,524288,1,1,524288,524288,1048576,7340032,1609.08,1631.90,30,10,1d_1048576B
0,8,16777216,reduce_scatter,1.0801,1941.67,7.5605,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,1048576,1,1,1048576,1048576,2097152,14680064,1918.21,1962.95,30,10,1d_2097152B
0,8,33554432,reduce_scatter,1.6607,2525.56,11.6252,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,2097152,1,1,2097152,2097152,4194304,29360128,2490.56,2550.78,30,10,1d_4194304B
0,8,67108864,reduce_scatter,2.2049,3804.57,15.4342,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,4194304,1,1,4194304,4194304,8388608,58720256,3767.18,3842.48,30,10,1d_8388608B
0,8,134217728,reduce_scatter,2.6805,6259.10,18.7632,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,8388608,1,1,8388608,8388608,16777216,117440512,6217.78,6287.79,30,10,1d_16777216B
0,8,268435456,reduce_scatter,3.0236,11097.38,21.1655,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,16777216,1,1,16777216,16777216,33554432,234881024,11037.24,11182.54,30,10,1d_33554432B
0,8,536870912,reduce_scatter,3.2343,20749.19,22.6400,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,33554432,1,1,33554432,33554432,67108864,469762048,20645.06,20865.16,30,10,1d_67108864B
0,8,1073741824,reduce_scatter,3.3208,40416.93,23.2458,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,67108864,1,1,67108864,67108864,134217728,939524096,40301.89,40580.58,30,10,1d_134217728B
0,8,16777216,reduce_scatter,1.0791,1943.49,7.5535,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,1024x1024,2,1024,1024,1048576,2097152,14680064,1927.76,1958.79,30,10,tf_1024x1024
0,8,16777216,reduce_scatter,1.0785,1944.47,7.5496,torch,e04u37,2026-06-01T20:15:51Z,bf16,-1,1024x1024,2,1024,1024,1048576,2097152,14680064,1928.24,1962.40,30,10,tf_1024x1024
0,8,33554432,reduce_scatter,1.6621,2523.46,11.6349,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,1024x2048,2,1024,2048,2097152,4194304,29360128,2507.17,2545.17,30,10,tf_1024x2048
0,8,33554432,reduce_scatter,1.6658,2517.94,11.6604,torch,e04u37,2026-06-01T20:15:51Z,bf16,-1,1024x2048,2,1024,2048,2097152,4194304,29360128,2497.70,2550.95,30,10,tf_1024x2048
0,8,67108864,reduce_scatter,2.2113,3793.57,15.4789,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,1024x4096,2,1024,4096,4194304,8388608,58720256,3769.98,3831.85,30,10,tf_1024x4096
0,8,67108864,reduce_scatter,2.2044,3805.47,15.4305,torch,e04u37,2026-06-01T20:15:51Z,bf16,-1,1024x4096,2,1024,4096,4194304,8388608,58720256,3765.92,3834.50,30,10,tf_1024x4096
0,8,134217728,reduce_scatter,2.6862,6245.68,18.8035,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,1024x8192,2,1024,8192,8388608,16777216,117440512,6216.68,6298.25,30,10,tf_1024x8192
0,8,134217728,reduce_scatter,2.6820,6255.58,18.7737,torch,e04u37,2026-06-01T20:15:51Z,bf16,-1,1024x8192,2,1024,8192,8388608,16777216,117440512,6203.76,6285.84,30,10,tf_1024x8192
0,8,201326592,reduce_scatter,2.9167,8628.16,20.4169,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,1024x12288,2,1024,12288,12582912,25165824,176160768,8582.45,8672.45,30,10,tf_1024x12288
0,8,201326592,reduce_scatter,2.9176,8625.44,20.4234,torch,e04u37,2026-06-01T20:15:51Z,bf16,-1,1024x12288,2,1024,12288,12582912,25165824,176160768,8585.06,8673.87,30,10,tf_1024x12288
0,8,268435456,reduce_scatter,3.0263,11087.70,21.1839,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,1024x16384,2,1024,16384,16777216,33554432,234881024,11030.48,11157.62,30,10,tf_1024x16384
0,8,268435456,reduce_scatter,3.0279,11081.84,21.1951,torch,e04u37,2026-06-01T20:15:51Z,bf16,-1,1024x16384,2,1024,16384,16777216,33554432,234881024,11025.32,11150.00,30,10,tf_1024x16384
0,8,67108864,reduce_scatter,2.2077,3799.73,15.4538,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,4096x1024,2,4096,1024,4194304,8388608,58720256,3782.04,3832.97,30,10,tf_4096x1024
0,8,67108864,reduce_scatter,2.1994,3814.06,15.3957,torch,e04u37,2026-06-01T20:15:51Z,bf16,-1,4096x1024,2,4096,1024,4194304,8388608,58720256,3779.31,3851.37,30,10,tf_4096x1024
0,8,134217728,reduce_scatter,2.6843,6250.23,18.7898,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,4096x2048,2,4096,2048,8388608,16777216,117440512,6215.79,6285.99,30,10,tf_4096x2048
0,8,134217728,reduce_scatter,2.6849,6248.71,18.7944,torch,e04u37,2026-06-01T20:15:51Z,bf16,-1,4096x2048,2,4096,2048,8388608,16777216,117440512,6222.91,6291.55,30,10,tf_4096x2048
0,8,268435456,reduce_scatter,3.0256,11090.18,21.1792,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,4096x4096,2,4096,4096,16777216,33554432,234881024,11028.72,11187.60,30,10,tf_4096x4096
0,8,268435456,reduce_scatter,3.0243,11095.11,21.1698,torch,e04u37,2026-06-01T20:15:51Z,bf16,-1,4096x4096,2,4096,4096,16777216,33554432,234881024,11039.78,11168.19,30,10,tf_4096x4096
0,8,536870912,reduce_scatter,3.2335,20754.26,22.6345,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,4096x8192,2,4096,8192,33554432,67108864,469762048,20682.20,20847.81,30,10,tf_4096x8192
0,8,536870912,reduce_scatter,3.2327,20759.38,22.6289,torch,e04u37,2026-06-01T20:15:51Z,bf16,-1,4096x8192,2,4096,8192,33554432,67108864,469762048,20658.44,20858.52,30,10,tf_4096x8192
0,8,805306368,reduce_scatter,3.3151,30364.65,23.2060,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,4096x12288,2,4096,12288,50331648,100663296,704643072,30250.86,30530.45,30,10,tf_4096x12288
0,8,805306368,reduce_scatter,3.3139,30376.32,23.1971,torch,e04u37,2026-06-01T20:15:51Z,bf16,-1,4096x12288,2,4096,12288,50331648,100663296,704643072,30230.42,30567.59,30,10,tf_4096x12288
0,8,1073741824,reduce_scatter,3.3168,40465.67,23.2178,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,4096x16384,2,4096,16384,67108864,134217728,939524096,40350.90,40602.05,30,10,tf_4096x16384
0,8,1073741824,reduce_scatter,3.3186,40443.87,23.2303,torch,e04u37,2026-06-01T20:15:51Z,bf16,-1,4096x16384,2,4096,16384,67108864,134217728,939524096,40310.20,40554.39,30,10,tf_4096x16384
0,8,268435456,reduce_scatter,3.0245,11094.05,21.1718,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,16384x1024,2,16384,1024,16777216,33554432,234881024,11037.79,11161.15,30,10,tf_16384x1024
0,8,268435456,reduce_scatter,3.0192,11113.84,21.1341,torch,e04u37,2026-06-01T20:15:51Z,bf16,-1,16384x1024,2,16384,1024,16777216,33554432,234881024,11054.96,11160.00,30,10,tf_16384x1024
0,8,536870912,reduce_scatter,3.2335,20754.13,22.6346,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,16384x2048,2,16384,2048,33554432,67108864,469762048,20664.59,20904.10,30,10,tf_16384x2048
0,8,536870912,reduce_scatter,3.2320,20763.62,22.6243,torch,e04u37,2026-06-01T20:15:51Z,bf16,-1,16384x2048,2,16384,2048,33554432,67108864,469762048,20695.70,20891.70,30,10,tf_16384x2048
0,8,1073741824,reduce_scatter,3.3130,40512.78,23.1908,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,16384x4096,2,16384,4096,67108864,134217728,939524096,40393.78,40673.37,30,10,tf_16384x4096
0,8,1073741824,reduce_scatter,3.3168,40465.45,23.2179,torch,e04u37,2026-06-01T20:15:51Z,bf16,-1,16384x4096,2,16384,4096,67108864,134217728,939524096,40340.26,40610.13,30,10,tf_16384x4096
0,8,33554432,reduce_scatter,1.6638,2520.90,11.6467,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,1x2097152,2,1,2097152,2097152,4194304,29360128,2495.39,2545.61,30,10,ar_1x2097152
0,8,33554432,reduce_scatter,1.6626,2522.71,11.6383,torch,e04u37,2026-06-01T20:15:51Z,bf16,-1,1x2097152,2,1,2097152,2097152,4194304,29360128,2502.16,2552.04,30,10,ar_1x2097152
0,8,33554432,reduce_scatter,1.6669,2516.22,11.6683,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,8x262144,2,8,262144,2097152,4194304,29360128,2498.94,2549.44,30,10,ar_8x262144
0,8,33554432,reduce_scatter,1.6587,2528.62,11.6111,torch,e04u37,2026-06-01T20:15:51Z,bf16,-1,8x262144,2,8,262144,2097152,4194304,29360128,2504.65,2567.16,30,10,ar_8x262144
0,8,33554432,reduce_scatter,1.6649,2519.25,11.6543,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,64x32768,2,64,32768,2097152,4194304,29360128,2501.18,2547.38,30,10,ar_64x32768
0,8,33554432,reduce_scatter,1.6615,2524.47,11.6302,torch,e04u37,2026-06-01T20:15:51Z,bf16,-1,64x32768,2,64,32768,2097152,4194304,29360128,2502.55,2553.03,30,10,ar_64x32768
0,8,33554432,reduce_scatter,1.6638,2520.92,11.6466,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,512x4096,2,512,4096,2097152,4194304,29360128,2501.59,2546.38,30,10,ar_512x4096
0,8,33554432,reduce_scatter,1.6643,2520.19,11.6500,torch,e04u37,2026-06-01T20:15:51Z,bf16,-1,512x4096,2,512,4096,2097152,4194304,29360128,2501.59,2551.19,30,10,ar_512x4096
0,8,33554432,reduce_scatter,1.6632,2521.78,11.6426,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,4096x512,2,4096,512,2097152,4194304,29360128,2499.65,2559.73,30,10,ar_4096x512
0,8,33554432,reduce_scatter,1.6605,2526.00,11.6232,torch,e04u37,2026-06-01T20:15:51Z,bf16,-1,4096x512,2,4096,512,2097152,4194304,29360128,2507.16,2560.78,30,10,ar_4096x512
0,8,33554432,reduce_scatter,1.6607,2525.64,11.6248,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,32768x64,2,32768,64,2097152,4194304,29360128,2498.17,2548.35,30,10,ar_32768x64
0,8,33554432,reduce_scatter,1.6598,2526.97,11.6187,torch,e04u37,2026-06-01T20:15:51Z,bf16,-1,32768x64,2,32768,64,2097152,4194304,29360128,2510.28,2555.46,30,10,ar_32768x64
0,8,33554432,reduce_scatter,1.6608,2525.51,11.6254,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,262144x8,2,262144,8,2097152,4194304,29360128,2496.83,2561.16,30,10,ar_262144x8
0,8,33554432,reduce_scatter,1.6599,2526.82,11.6194,torch,e04u37,2026-06-01T20:15:51Z,bf16,-1,262144x8,2,262144,8,2097152,4194304,29360128,2502.78,2562.66,30,10,ar_262144x8
0,8,33554432,reduce_scatter,1.6601,2526.53,11.6208,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,2097152x1,2,2097152,1,2097152,4194304,29360128,2511.99,2559.73,30,10,ar_2097152x1
0,8,33554432,reduce_scatter,1.6605,2525.90,11.6236,torch,e04u37,2026-06-01T20:15:51Z,bf16,-1,2097152x1,2,2097152,1,2097152,4194304,29360128,2503.95,2551.09,30,10,ar_2097152x1
0,8,2097152,reduce_scatter,0.2229,1176.10,1.5602,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,8192x16,2,8192,16,131072,262144,1835008,1163.40,1187.50,30,10,subcl_8192x16
0,8,2097152,reduce_scatter,0.2234,1173.59,1.5636,torch,e04u37,2026-06-01T20:15:51Z,bf16,-1,8192x16,2,8192,16,131072,262144,1835008,1159.21,1182.57,30,10,subcl_8192x16
0,8,2097152,reduce_scatter,0.2230,1175.59,1.5609,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,16384x8,2,16384,8,131072,262144,1835008,1160.85,1184.66,30,10,subcl_16384x8
0,8,2097152,reduce_scatter,0.2239,1170.79,1.5673,torch,e04u37,2026-06-01T20:15:51Z,bf16,-1,16384x8,2,16384,8,131072,262144,1835008,1160.67,1189.54,30,10,subcl_16384x8
0,8,2097152,reduce_scatter,0.2238,1171.55,1.5663,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,32768x4,2,32768,4,131072,262144,1835008,1161.93,1185.85,30,10,subcl_32768x4
0,8,2097152,reduce_scatter,0.2232,1174.41,1.5625,torch,e04u37,2026-06-01T20:15:51Z,bf16,-1,32768x4,2,32768,4,131072,262144,1835008,1157.73,1184.05,30,10,subcl_32768x4
0,8,2097152,reduce_scatter,0.2235,1172.71,1.5648,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,65536x2,2,65536,2,131072,262144,1835008,1162.74,1187.47,30,10,subcl_65536x2
0,8,2097152,reduce_scatter,0.2239,1170.97,1.5671,torch,e04u37,2026-06-01T20:15:51Z,bf16,-1,65536x2,2,65536,2,131072,262144,1835008,1158.44,1185.91,30,10,subcl_65536x2
0,8,1024,all_to_all,0.0028,361.58,0.0025,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,512,1,1,512,512,1024,896,348.71,366.54,30,10,1d_1024B
0,8,2048,all_to_all,0.0058,350.88,0.0051,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,1024,1,1,1024,1024,2048,1792,343.43,364.33,30,10,1d_2048B
0,8,4096,all_to_all,0.0116,351.85,0.0102,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,2048,1,1,2048,2048,4096,3584,345.16,386.31,30,10,1d_4096B
0,8,8192,all_to_all,0.0228,359.43,0.0199,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,4096,1,1,4096,4096,8192,7168,348.63,372.47,30,10,1d_8192B
0,8,16384,all_to_all,0.0446,367.58,0.0390,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,8192,1,1,8192,8192,16384,14336,360.44,372.92,30,10,1d_16384B
0,8,32768,all_to_all,0.0851,385.10,0.0745,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,16384,1,1,16384,16384,32768,28672,374.03,397.48,30,10,1d_32768B
0,8,65536,all_to_all,0.1667,393.05,0.1459,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,32768,1,1,32768,32768,65536,57344,374.85,415.85,30,10,1d_65536B
0,8,131072,all_to_all,0.3353,390.95,0.2934,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,65536,1,1,65536,65536,131072,114688,384.62,400.54,30,10,1d_131072B
0,8,262144,all_to_all,0.6585,398.10,0.5762,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,131072,1,1,131072,131072,262144,229376,390.94,407.82,30,10,1d_262144B
0,8,524288,all_to_all,1.2333,425.11,1.0791,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,262144,1,1,262144,262144,524288,458752,421.02,435.08,30,10,1d_524288B
0,8,1048576,all_to_all,2.0012,523.97,1.7511,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,524288,1,1,524288,524288,1048576,917504,508.46,559.72,30,10,1d_1048576B
0,8,2097152,all_to_all,3.8886,539.30,3.4025,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,1048576,1,1,1048576,1048576,2097152,1835008,518.53,561.95,30,10,1d_2097152B
0,8,4194304,all_to_all,7.4192,565.33,6.4918,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,2097152,1,1,2097152,2097152,4194304,3670016,549.43,642.25,30,10,1d_4194304B
0,8,8388608,all_to_all,12.3379,679.90,10.7957,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,4194304,1,1,4194304,4194304,8388608,7340032,659.55,696.59,30,10,1d_8388608B
0,8,16777216,all_to_all,18.4177,910.93,16.1155,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,8388608,1,1,8388608,8388608,16777216,14680064,861.63,952.64,30,10,1d_16777216B
0,8,33554432,all_to_all,24.6017,1363.91,21.5265,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,16777216,1,1,16777216,16777216,33554432,29360128,1299.45,1427.07,30,10,1d_33554432B
0,8,67108864,all_to_all,32.6721,2054.01,28.5881,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,33554432,1,1,33554432,33554432,67108864,58720256,2002.24,2119.08,30,10,1d_67108864B
0,8,134217728,all_to_all,38.5524,3481.43,33.7334,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,67108864,1,1,67108864,67108864,134217728,117440512,3421.55,3589.72,30,10,1d_134217728B
0,8,2097152,all_to_all,3.8762,541.03,3.3917,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,1024x1024,2,1024,1024,1048576,2097152,1835008,521.83,581.90,30,10,tf_1024x1024
0,8,2097152,all_to_all,3.8875,539.47,3.4015,torch,e04u37,2026-06-01T20:15:51Z,bf16,-1,1024x1024,2,1024,1024,1048576,2097152,1835008,518.45,571.77,30,10,tf_1024x1024
0,8,4194304,all_to_all,7.4861,560.28,6.5503,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,1024x2048,2,1024,2048,2097152,4194304,3670016,550.86,576.85,30,10,tf_1024x2048
0,8,4194304,all_to_all,7.4946,559.64,6.5578,torch,e04u37,2026-06-01T20:15:51Z,bf16,-1,1024x2048,2,1024,2048,2097152,4194304,3670016,548.70,574.47,30,10,tf_1024x2048
0,8,8388608,all_to_all,12.4296,674.89,10.8759,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,1024x4096,2,1024,4096,4194304,8388608,7340032,661.16,699.12,30,10,tf_1024x4096
0,8,8388608,all_to_all,12.3450,679.51,10.8019,torch,e04u37,2026-06-01T20:15:51Z,bf16,-1,1024x4096,2,1024,4096,4194304,8388608,7340032,652.58,743.75,30,10,tf_1024x4096
0,8,16777216,all_to_all,18.7360,895.45,16.3940,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,1024x8192,2,1024,8192,8388608,16777216,14680064,860.24,941.03,30,10,tf_1024x8192
0,8,16777216,all_to_all,18.7722,893.73,16.4257,torch,e04u37,2026-06-01T20:15:51Z,bf16,-1,1024x8192,2,1024,8192,8388608,16777216,14680064,850.42,936.63,30,10,tf_1024x8192
0,8,25165824,all_to_all,22.2313,1132.00,19.4524,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,1024x12288,2,1024,12288,12582912,25165824,22020096,1087.58,1174.15,30,10,tf_1024x12288
0,8,25165824,all_to_all,22.4235,1122.30,19.6205,torch,e04u37,2026-06-01T20:15:51Z,bf16,-1,1024x12288,2,1024,12288,12582912,25165824,22020096,1084.00,1176.64,30,10,tf_1024x12288
0,8,33554432,all_to_all,24.6612,1360.62,21.5785,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,1024x16384,2,1024,16384,16777216,33554432,29360128,1303.25,1407.53,30,10,tf_1024x16384
0,8,33554432,all_to_all,24.6768,1359.76,21.5922,torch,e04u37,2026-06-01T20:15:51Z,bf16,-1,1024x16384,2,1024,16384,16777216,33554432,29360128,1300.09,1436.74,30,10,tf_1024x16384
0,8,8388608,all_to_all,12.3972,676.66,10.8475,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,4096x1024,2,4096,1024,4194304,8388608,7340032,656.33,703.06,30,10,tf_4096x1024
0,8,8388608,all_to_all,12.3232,680.72,10.7828,torch,e04u37,2026-06-01T20:15:51Z,bf16,-1,4096x1024,2,4096,1024,4194304,8388608,7340032,654.08,705.37,30,10,tf_4096x1024
0,8,16777216,all_to_all,18.5059,906.59,16.1927,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,4096x2048,2,4096,2048,8388608,16777216,14680064,857.54,953.02,30,10,tf_4096x2048
0,8,16777216,all_to_all,18.5951,902.24,16.2707,torch,e04u37,2026-06-01T20:15:51Z,bf16,-1,4096x2048,2,4096,2048,8388608,16777216,14680064,875.37,946.76,30,10,tf_4096x2048
0,8,33554432,all_to_all,24.7395,1356.31,21.6471,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,4096x4096,2,4096,4096,16777216,33554432,29360128,1299.88,1401.79,30,10,tf_4096x4096
0,8,33554432,all_to_all,24.8852,1348.37,21.7745,torch,e04u37,2026-06-01T20:15:51Z,bf16,-1,4096x4096,2,4096,4096,16777216,33554432,29360128,1299.56,1404.91,30,10,tf_4096x4096
0,8,67108864,all_to_all,32.8557,2042.54,28.7487,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,4096x8192,2,4096,8192,33554432,67108864,58720256,2007.90,2144.57,30,10,tf_4096x8192
0,8,67108864,all_to_all,32.7563,2048.73,28.6618,torch,e04u37,2026-06-01T20:15:51Z,bf16,-1,4096x8192,2,4096,8192,33554432,67108864,58720256,1995.42,2130.70,30,10,tf_4096x8192
0,8,100663296,all_to_all,36.4474,2761.88,31.8915,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,4096x12288,2,4096,12288,50331648,100663296,88080384,2690.65,2850.80,30,10,tf_4096x12288
0,8,100663296,all_to_all,36.2975,2773.28,31.7603,torch,e04u37,2026-06-01T20:15:51Z,bf16,-1,4096x12288,2,4096,12288,50331648,100663296,88080384,2702.81,2853.06,30,10,tf_4096x12288
0,8,134217728,all_to_all,38.6538,3472.30,33.8221,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,4096x16384,2,4096,16384,67108864,134217728,117440512,3404.83,3580.21,30,10,tf_4096x16384
0,8,134217728,all_to_all,38.6004,3477.10,33.7754,torch,e04u37,2026-06-01T20:15:51Z,bf16,-1,4096x16384,2,4096,16384,67108864,134217728,117440512,3399.99,3572.94,30,10,tf_4096x16384
0,8,33554432,all_to_all,24.9438,1345.20,21.8258,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,16384x1024,2,16384,1024,16777216,33554432,29360128,1306.03,1404.22,30,10,tf_16384x1024
0,8,33554432,all_to_all,24.9336,1345.75,21.8169,torch,e04u37,2026-06-01T20:15:51Z,bf16,-1,16384x1024,2,16384,1024,16777216,33554432,29360128,1295.88,1427.01,30,10,tf_16384x1024
0,8,67108864,all_to_all,32.8227,2044.59,28.7198,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,16384x2048,2,16384,2048,33554432,67108864,58720256,1994.78,2113.96,30,10,tf_16384x2048
0,8,67108864,all_to_all,32.7674,2048.04,28.6715,torch,e04u37,2026-06-01T20:15:51Z,bf16,-1,16384x2048,2,16384,2048,33554432,67108864,58720256,1988.51,2101.16,30,10,tf_16384x2048
0,8,134217728,all_to_all,39.1168,3431.21,34.2272,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,16384x4096,2,16384,4096,67108864,134217728,117440512,3387.40,3543.56,30,10,tf_16384x4096
0,8,134217728,all_to_all,38.4016,3495.10,33.6014,torch,e04u37,2026-06-01T20:15:51Z,bf16,-1,16384x4096,2,16384,4096,67108864,134217728,117440512,3397.15,3587.23,30,10,tf_16384x4096
0,8,4194304,all_to_all,7.4560,562.54,6.5240,torch,e04u37,2026-06-01T20:15:51Z,bf16,-1,1x2097152,2,1,2097152,2097152,4194304,3670016,554.42,571.32,30,10,ar_1x2097152
0,8,4194304,all_to_all,7.4930,559.76,6.5564,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,8x262144,2,8,262144,2097152,4194304,3670016,546.50,572.10,30,10,ar_8x262144
0,8,4194304,all_to_all,7.4526,562.80,6.5210,torch,e04u37,2026-06-01T20:15:51Z,bf16,-1,8x262144,2,8,262144,2097152,4194304,3670016,542.27,585.41,30,10,ar_8x262144
0,8,4194304,all_to_all,7.4554,562.59,6.5235,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,64x32768,2,64,32768,2097152,4194304,3670016,547.62,574.31,30,10,ar_64x32768
0,8,4194304,all_to_all,7.5003,559.22,6.5627,torch,e04u37,2026-06-01T20:15:51Z,bf16,-1,64x32768,2,64,32768,2097152,4194304,3670016,552.94,579.38,30,10,ar_64x32768
0,8,4194304,all_to_all,7.5030,559.02,6.5651,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,512x4096,2,512,4096,2097152,4194304,3670016,551.46,568.82,30,10,ar_512x4096
0,8,4194304,all_to_all,7.4972,559.45,6.5601,torch,e04u37,2026-06-01T20:15:51Z,bf16,-1,512x4096,2,512,4096,2097152,4194304,3670016,549.52,576.67,30,10,ar_512x4096
0,8,4194304,all_to_all,7.4618,562.11,6.5290,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,4096x512,2,4096,512,2097152,4194304,3670016,547.38,573.93,30,10,ar_4096x512
0,8,4194304,all_to_all,7.4991,559.31,6.5617,torch,e04u37,2026-06-01T20:15:51Z,bf16,-1,4096x512,2,4096,512,2097152,4194304,3670016,550.49,577.64,30,10,ar_4096x512
0,8,4194304,all_to_all,7.4971,559.46,6.5599,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,32768x64,2,32768,64,2097152,4194304,3670016,549.58,570.81,30,10,ar_32768x64
0,8,4194304,all_to_all,7.4550,562.62,6.5231,torch,e04u37,2026-06-01T20:15:51Z,bf16,-1,32768x64,2,32768,64,2097152,4194304,3670016,549.98,617.22,30,10,ar_32768x64
0,8,4194304,all_to_all,7.5005,559.20,6.5630,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,262144x8,2,262144,8,2097152,4194304,3670016,547.76,568.40,30,10,ar_262144x8
0,8,4194304,all_to_all,7.5104,558.47,6.5716,torch,e04u37,2026-06-01T20:15:51Z,bf16,-1,262144x8,2,262144,8,2097152,4194304,3670016,548.34,567.29,30,10,ar_262144x8
0,8,4194304,all_to_all,7.4506,562.95,6.5193,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,2097152x1,2,2097152,1,2097152,4194304,3670016,547.93,573.42,30,10,ar_2097152x1
0,8,262144,all_to_all,0.6602,397.08,0.5777,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,8192x16,2,8192,16,131072,262144,229376,390.28,409.91,30,10,subcl_8192x16
0,8,262144,all_to_all,0.6610,396.59,0.5784,torch,e04u37,2026-06-01T20:15:51Z,bf16,-1,8192x16,2,8192,16,131072,262144,229376,392.48,404.37,30,10,subcl_8192x16
0,8,262144,all_to_all,0.6636,395.02,0.5807,torch,e04u37,2026-06-01T20:15:51Z,bf16,0,16384x8,2,16384,8,131072,262144,229376,386.68,403.30,30,10,subcl_16384x8
